,MoSD2,MoSD2en,MoSD3,MoSD1,GEO1,workspace_id,date,MoSDGPS_SQ002,MoSDGPS_SQ001,MoSDPOP
2671,Hay alhuor / مركز صحي حي الحر,Hay alhuor,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_KBB_42,Karbala Health Department / Free sector for primary health care ,Free sector for primary health care / قطاع الحر للرعاية الصحية الاولية,2022-08-04 07:34:53,43.995642,32.626987,46890.0
2673,Hay Alameer / مركز صحي حي الامير,Hay Alameer,Primary Health Care Center - Main,HF_CM_KBB_40,Karbala Health Department / Free sector for primary health care ,Free sector for primary health care / قطاع الحر للرعاية الصحية الاولية,2022-09-07 07:34:53,43.975658,32.630758,55000.0
2674,Al-taka / مركز صحي الطاقة,Al-taka,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_KBB_18,Karbala Health Department / Free sector for primary health care ,Free sector for primary health care / قطاع الحر للرعاية الصحية الاولية,2022-08-04 07:34:53,43.967044,32.631295,68580.0
2675,Alhuor / مركز صحي الحر,Alhuor,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_KBB_8,Karbala Health Department / Free sector for primary health care ,Free sector for primary health care / قطاع الحر للرعاية الصحية الاولية,2022-08-14 07:34:53,43.987229,32.636803,64890.0
2685,primary h car actor in Husseiniy / دائرة صحة كربلاء / قطاع الروايه الاوليه في الحسينيه,primary h car actor in Husseiniy,Health Sector,HS_HM_SS_KBB_2,Karbala Health Department / Hussainiya Primary Health Care Sector ,Hussainiya Primary Health Care Sector / قطاع الحسينية للرعاية الصحية الاولية,2022-07-25 07:34:53,44.168504,32.682566,190000.0
2692,المركز الصحي  حي الزهراء / مركز صحي حي الزهراءفي,المركز الصحي  حي الزهراء,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_KBB_43,Karbala Health Department / Hussainiya Primary Health Care Sector ,Hussainiya Primary Health Care Sector / قطاع الحسينية للرعاية الصحية الاولية,2022-07-27 07:34:53,44.166602,32.682859,70000.0
2693,Aon Ben abdeli  / مركز صحي عون بن عبد الله,Aon Ben abdeli ,Primary Health Care Center - Main,HF_CM_KBB_55,Karbala Health Department / Hussainiya Primary Health Care Sector ,Hussainiya Primary Health Care Sector / قطاع الحسينية للرعاية الصحية الاولية,2022-08-08 07:34:53,44.110215,32.689386,41337.0
2711,Annex Wellness Center / مركز صحي الملحق,Annex Wellness Center,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_KBB_25,Karbala Health Department / Center sector for primary health care ,Center sector for primary health care / قطاع المركز للرعاية الصحية الاولية,2022-08-25 07:34:53,44.035042,32.585968,40959.0
2712,Iskan Health Center / مركز صحي الاسكان,Iskan Health Center,Primary Health Care Center - Main,HF_CM_KBB_4,Karbala Health Department / Center sector for primary health care ,Center sector for primary health care / قطاع المركز للرعاية الصحية الاولية,2022-08-03 07:34:53,44.0216,32.586621,40573.0
2715,Al-Tahadi and Al-Samoud neighborhood health center / مركز صحي حي التحدي والصمود,Al-Tahadi and Al-Samoud neighborhood health center,Primary Health Care Center - Main,HF_CM_KBB_41,Karbala Health Department / Center sector for primary health care ,Center sector for primary health care / قطاع المركز للرعاية الصحية الاولية,2022-08-31 07:34:53,44.003712,32.591684,38153.0
2718,Al-Nidal neighborhood health center / مركز صحي حي النضال,Al-Nidal neighborhood health center,Primary Health Care Center - Main,HF_CM_KBB_49,Karbala Health Department / Center sector for primary health care ,Center sector for primary health care / قطاع المركز للرعاية الصحية الاولية,2022-08-31 07:34:53,43.979248,32.600592,44445.0
2719,Western Abbasiya Health Center / مركز صحي العباسية الغربية,Western Abbasiya Health Center,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_KBB_21,Karbala Health Department / Center sector for primary health care ,Center sector for primary health care / قطاع المركز للرعاية الصحية الاولية,2022-08-25 07:34:53,44.031582,32.605043,38640.0
2722,Al Ghadeer District Health Center / مركز صحي حي الغدير,Al Ghadeer District Health Center,Primary Health Care Center - Main,HF_CM_KBB_46,Karbala Health Department / Center sector for primary health care ,Center sector for primary health care / قطاع المركز للرعاية الصحية الاولية,2022-08-31 07:34:53,43.994799,32.606834,45210.0
2724,East Abbasiya Health Center / مركز صحي العباسية الشرقية,East Abbasiya Health Center,Primary Health Care Center - Main,HF_CM_KBB_20,Karbala Health Department / Center sector for primary health care ,Center sector for primary health care / قطاع المركز للرعاية الصحية الاولية,2022-08-22 07:34:53,44.040472,32.611126,43685.0
2726,Al-Abbas neighborhood health center / مركز صحي حي العباس,Al-Abbas neighborhood health center,Primary Health Care Center - Main,HF_CM_KBB_45,Karbala Health Department / Center sector for primary health care ,Center sector for primary health care / قطاع المركز للرعاية الصحية الاولية,2022-08-22 07:34:53,44.050071,32.637622,62864.0
2739,Al handya / قطاع الهندية للرعاية الصحية الاولية,Al handya,Health Sector,HS_HM_SS_KBB_5,Karbala Health Department / Indian sector of primary health care ,Indian sector of primary health care / قطاع الهندية للرعاية الصحية الاولية,2022-09-08 07:34:53,44.221187,32.544723,310645.0
2744,Akayrt / مركز صحي الخيرات,Akayrt,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_KBB_13,Karbala Health Department / Indian sector of primary health care ,Indian sector of primary health care / قطاع الهندية للرعاية الصحية الاولية,2022-08-23 07:34:53,44.222599,32.474012,46266.0
2745,Al ja dol algarby / مركز صحي الجدول الغربي,Al ja dol algarby,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_KBB_6,Karbala Health Department / Indian sector of primary health care ,Indian sector of primary health care / قطاع الهندية للرعاية الصحية الاولية,2022-08-18 07:34:53,44.193505,32.491535,49055.0
2747,Al handia al nmothji / مركز صحي الهندية,Al handia al nmothji,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_KBB_27,Karbala Health Department / Indian sector of primary health care ,Indian sector of primary health care / قطاع الهندية للرعاية الصحية الاولية,2022-07-30 07:34:53,44.22086,32.541096,61010.0
2750,Al janp alsaqer / مركز الرعاية الصحية الاولية في الجانب الصغير,Al janp alsaqer,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_KBB_5,Karbala Health Department / Indian sector of primary health care ,Indian sector of primary health care / قطاع الهندية للرعاية الصحية الاولية,2022-08-10 07:34:53,44.230575,32.547772,42767.0
2751,Mlibech / مركز صحي امليبيج,Mlibech,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_KBB_34,Karbala Health Department / Indian sector of primary health care ,Indian sector of primary health care / قطاع الهندية للرعاية الصحية الاولية,2022-07-28 07:34:53,44.206923,32.553999,44927.0
2847,Alread / مركز صحي الرياض,Alread,Primary Health Care Center - Main,HF_CM_KRR_23,Kirkuk Health Department / Hawija Second Primary Health Care Sector ,Hawija Second Primary Health Care Sector / قطاع الحويجة الثاني للرعاية الصحية الاولية,2022-08-04 07:34:53,43.055053,35.161038,38700.0
2848,Hoega / مركز صحي الحويجة,Hoega,Primary Health Care Center - Main,HF_CM_KRR_17,Kirkuk Health Department / Hawija Second Primary Health Care Sector ,Hawija Second Primary Health Care Sector / قطاع الحويجة الثاني للرعاية الصحية الاولية,2022-08-04 07:34:53,43.778017,35.329349,86000.0
2851,AlheAlaskre / مركز صحي الحي العسكري,AlheAlaskre,Primary Health Care Center - Main,HF_CS_KRR_224,Kirkuk Health Department / Hawija Second Primary Health Care Sector ,Hawija Second Primary Health Care Sector / قطاع الحويجة الثاني للرعاية الصحية الاولية,2022-08-04 07:34:53,43.7591719,35.320888,50000.0
2907,Daquq / مركز صحي داقوق,Daquq,Primary Health Care Center - Main,HF_CM_KRR_74,Kirkuk Health Department / Daquq Primary Health Care Sector ,Daquq Primary Health Care Sector / قطاع داقوق للرعاية الصحية الاولية,2022-07-31 07:34:53,44.450235,35.142384,61581.0
2926,Alwasty / مركز صحي الواسطي,Alwasty,Primary Health Care Center - Main,HF_CM_KRR_47,Kirkuk Health Department / Kirkuk first health care sector ,Kirkuk first health care sector / قطاع كركوك الأول للرعاية الصحية الاولية,2022-07-31 07:34:53,44.346978,35.419917,58055.0
2932,Altseen / مركز صحي تسعين,Altseen,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_KRR_58,Kirkuk Health Department / Kirkuk first health care sector ,Kirkuk first health care sector / قطاع كركوك الأول للرعاية الصحية الاولية,2022-07-29 07:34:53,44.363999,35.442642,40479.0
2956,Resed / مركز صحي الرشيد,Resed,Primary Health Care Center - Main,HF_CM_KRR_22,Kirkuk Health Department / Kirkuk second health care sector ,Kirkuk second health care sector / قطاع كركوك الثاني للرعاية الصحية الاولية,2022-07-19 07:34:53,44.379679,35.391967,55640.0
2957,Askeri / مركز صحي حي العسكري,Askeri,Primary Health Care Center - Main,HF_CM_KRR_70,Kirkuk Health Department / Kirkuk second health care sector ,Kirkuk second health care sector / قطاع كركوك الثاني للرعاية الصحية الاولية,2022-07-21 07:34:53,44.409462,35.404629,50920.0
2958,Hawkari / مركز صحي هاو كاري,Hawkari,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_KRR_109,Kirkuk Health Department / Kirkuk second health care sector ,Kirkuk second health care sector / قطاع كركوك الثاني للرعاية الصحية الاولية,2022-07-21 07:34:53,44.388045,35.406799,48000.0
2960,Alnasr / مركز صحي النصر,Alnasr,Primary Health Care Center - Main,HF_CM_KRR_44,Kirkuk Health Department / Kirkuk second health care sector ,Kirkuk second health care sector / قطاع كركوك الثاني للرعاية الصحية الاولية,2022-07-21 07:34:53,44.403802,35.423188,40850.0
2961,Alhuriya / مركز صحي الحرية,Alhuriya,Primary Health Care Center - Main,HF_CM_KRR_16,Kirkuk Health Department / Kirkuk second health care sector ,Kirkuk second health care sector / قطاع كركوك الثاني للرعاية الصحية الاولية,2022-07-21 07:34:53,44.415382,35.426051,58330.0
2964,Aleuruba / مركز صحي العروبة,Aleuruba,Primary Health Care Center - Main,HF_CM_KRR_33,Kirkuk Health Department / Kirkuk second health care sector ,Kirkuk second health care sector / قطاع كركوك الثاني للرعاية الصحية الاولية,2022-07-24 07:34:53,44.386804,35.436069,41500.0
2979,Benja Ali / مركز صحي بنجا علي,Benja Ali,Primary Health Care Center - Main,HF_CM_KRR_53,Kirkuk Health Department / Kirkuk second health care sector ,Kirkuk second health care sector / قطاع كركوك الثاني للرعاية الصحية الاولية,2022-07-19 07:34:53,44.428302,35.417772,47900.0
3058,Slasher / مركز صحي المشرح,Slasher,Primary Health Care Center - Main,HF_CM_MES_44,Maysan Health Department / The architecture sector is the (first) center for primary health care ,The architecture sector is the (first) center for primary health care / قطاع العمارة المركز (الاول) للرعاية الصحية الاولية,2022-08-03 07:34:54,47.438592,31.824703,38648.0
3061,The prince / مركز صحي الأمير,The prince,Primary Health Care Center - Main,HF_CM_MES_8,Maysan Health Department / The architecture sector is the (first) center for primary health care ,The architecture sector is the (first) center for primary health care / قطاع العمارة المركز (الاول) للرعاية الصحية الاولية,2022-08-02 07:34:54,47.1218,31.8265,81475.0
3063,housing  / مركز صحي الإسكان, housing ,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_MES_7,Maysan Health Department / The architecture sector is the (first) center for primary health care ,The architecture sector is the (first) center for primary health care / قطاع العمارة المركز (الاول) للرعاية الصحية الاولية,2022-07-21 07:34:54,47.142444,31.831342,49886.0
3068,Al-sadiq / مركز صحي الصادق,Al-sadiq,Primary Health Care Center - Main,HF_CM_MES_31,Maysan Health Department / The architecture sector is the (first) center for primary health care ,The architecture sector is the (first) center for primary health care / قطاع العمارة المركز (الاول) للرعاية الصحية الاولية,2022-08-21 07:34:54,47.126143,31.841832,54988.0
3074,The martyr it homeland / مركز صحي شهيد الوطن,The martyr it homeland,Primary Health Care Center - Main,HF_CM_MES_64,Maysan Health Department / The architecture sector is the (first) center for primary health care ,The architecture sector is the (first) center for primary health care / قطاع العمارة المركز (الاول) للرعاية الصحية الاولية,2022-07-26 07:34:54,47.173817,31.860523,42000.0
3075,alqudss Health Center / مركز صحي القدس,alqudss Health Center,Primary Health Care Center - Main,HF_CM_MES_37,Maysan Health Department / The architecture sector is the (first) center for primary health care ,The architecture sector is the (first) center for primary health care / قطاع العمارة المركز (الاول) للرعاية الصحية الاولية,2022-08-21 07:34:54,47.140801,31.86456,43499.0
3076,Zahra / مركز صحي الزهراء,Zahra,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_MES_22,Maysan Health Department / The architecture sector is the (first) center for primary health care ,The architecture sector is the (first) center for primary health care / قطاع العمارة المركز (الاول) للرعاية الصحية الاولية,2022-08-16 07:34:54,47.148087,31.86767,43000.0
3093,Al Majar Al Thaani / مركز صحي المجر الكبير الثاني,Al Majar Al Thaani,Primary Health Care Center - Main,HF_CM_MES_42,Maysan Health Department / Almajar Alkabeer (second) sector of primary health care ,Almajar Alkabeer (second) sector of primary health care / قطاع المجر الكبير (الثاني) للرعاية الصحية الاولية,2022-07-19 07:34:54,47.163931,31.579472,43184.0
3094,Chest and respiratory diseases / وحدة الامراض الصدرية والتنفسية (منسق التدرن2),Chest and respiratory diseases,Chest and Respiratory Diseases Unit,HF_CM_MES_81,Maysan Health Department / Almajar Alkabeer (second) sector of primary health care ,Almajar Alkabeer (second) sector of primary health care / قطاع المجر الكبير (الثاني) للرعاية الصحية الاولية,2022-07-18 07:34:54,47.163931,31.579472,168814.0
3100,Al Maymuna / مركز صحي الميمونة,Al Maymuna,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_MES_48,Maysan Health Department / Almajar Alkabeer (second) sector of primary health care ,Almajar Alkabeer (second) sector of primary health care / قطاع المجر الكبير (الثاني) للرعاية الصحية الاولية,2022-07-24 07:34:54,46.970273,31.674732,41564.0
3117,Ali al garbe  / مركز صحي علي الغربي,Ali al garbe ,Primary Health Care Center - Main,HF_CM_MES_67,Maysan Health Department / Ali Al-Gharbi (third) primary health care sector ,Ali Al-Gharbi (third) primary health care sector / قطاع علي الغربي (الثالث) للرعاية الصحية الاولية,2022-08-04 07:34:54,46.68908,32.4621,41000.0
3135,Markaz sihiy qaleat salih althaani / مركز صحي قلعة صالح الثاني,Markaz sihiy qaleat salih althaani,Primary Health Care Center - Main,HF_CM_MES_71,Maysan Health Department / Qal'at Saleh (fourth) sector for primary health care ,Qal'at Saleh (fourth) sector for primary health care / قطاع قلعة صالح (الرابع) للرعاية الصحية الاولية,2022-07-19 07:34:54,47.293196,31.529655,40229.0
3143,Kahla / مركز صحي الكحلاء,Kahla,Primary Health Care Center - Main,HF_CM_MES_38,Maysan Health Department / Qal'at Saleh (fourth) sector for primary health care ,Qal'at Saleh (fourth) sector for primary health care / قطاع قلعة صالح (الرابع) للرعاية الصحية الاولية,2022-07-14 07:34:54,47.2907,31.6695,44305.0
3216,Hatra / قطاع الرعاية الصحية الاولية في الحضر,Hatra,Health Sector,HS_HM_SS_NNN_3,Nineveh Health Department / Alhathar primary health care sector ,Alhathar primary health care sector / قطاع الرعاية الصحية الاولية في الحضر,2022-08-01 07:34:54,42.733873,35.577074,133900.0
3217,Tal Abta / مركز صحي تل عبطة,Tal Abta,Primary Health Care Center - Main,HF_CM_NNN_67,Nineveh Health Department / Alhathar primary health care sector ,Alhathar primary health care sector / قطاع الرعاية الصحية الاولية في الحضر,2022-07-28 07:34:54,42.572416,35.945667,55000.0
3220,Al Muhalabiya PHCC / مركز صحي المحلبية النموذجي,Al Muhalabiya PHCC,Primary Health Care Center - Main,HF_CM_NNN_55,Nineveh Health Department / Alhathar primary health care sector ,Alhathar primary health care sector / قطاع الرعاية الصحية الاولية في الحضر,2022-08-04 07:34:54,42.706656,36.261709,41100.0
3223,Tal Abta PHCC / مركز صحي تل عبطة القديم,Tal Abta PHCC,Primary Health Care Center - Main,HC_CM_NNN_153,Nineveh Health Department / Alhathar primary health care sector ,Alhathar primary health care sector / قطاع الرعاية الصحية الاولية في الحضر,2022-07-28 07:34:54,42.5706767,35.9464774,55000.0
3232,Tal Abta Mobile Clinic / عيادة متنقلة بتل عبطة,Tal Abta Mobile Clinic,Mobile Clinic,HC_NK_NNN_9,Nineveh Health Department / Alhathar primary health care sector ,Alhathar primary health care sector / قطاع الرعاية الصحية الاولية في الحضر,2022-08-24 07:34:54,42.572416,35.945667,55000.0
3273,Intisar health center / مركز صحي الانتصار,Intisar health center,Primary Health Care Center - Main,HF_CM_NNN_21,Nineveh Health Department / Alaisar (Left) Primary Health Care Sector ,Alaisar (Left) Primary Health Care Sector / قطاع الرعاية الصحية الاولية الايسر,2022-08-13 07:34:54,43.217962,36.322729,99000.0
3274,Al Wahda Health Center / مركز صحي الوحدة,Al Wahda Health Center,Primary Health Care Center - Main,HF_CM_NNN_63,Nineveh Health Department / Alaisar (Left) Primary Health Care Sector ,Alaisar (Left) Primary Health Care Sector / قطاع الرعاية الصحية الاولية الايسر,2022-08-18 07:34:54,43.204421,36.332764,57440.0
3276,AL Sharqi Healthy Center / مركز صحي الشرقي,AL Sharqi Healthy Center,Primary Health Care Center - Main,HF_CM_NNN_38,Nineveh Health Department / Alaisar (Left) Primary Health Care Sector ,Alaisar (Left) Primary Health Care Sector / قطاع الرعاية الصحية الاولية الايسر,2022-08-07 07:34:54,43.158694,36.34942,85578.0
3277,Algeria health center / مركز صحي الجزائر,Algeria health center,Primary Health Care Center - Main,HF_CM_NNN_26,Nineveh Health Department / Alaisar (Left) Primary Health Care Sector ,Alaisar (Left) Primary Health Care Sector / قطاع الرعاية الصحية الاولية الايسر,2022-08-01 07:34:54,43.164985,36.353159,46892.0
3278,Al Noor Health Center / مركز صحي النور,Al Noor Health Center,Primary Health Care Center - Main,HF_CM_NNN_60,Nineveh Health Department / Alaisar (Left) Primary Health Care Sector ,Alaisar (Left) Primary Health Care Sector / قطاع الرعاية الصحية الاولية الايسر,2022-08-06 07:34:54,43.187198,36.357582,77240.0
3279,Al Samah Health Center / مركز صحي  السماح,Al Samah Health Center,Primary Health Care Center - Main,HF_CM_NNN_3,Nineveh Health Department / Alaisar (Left) Primary Health Care Sector ,Alaisar (Left) Primary Health Care Sector / قطاع الرعاية الصحية الاولية الايسر,2022-08-13 07:34:54,43.2480347,36.3643164,55000.0
3280,Kokjali Health Center / مركز صحي في  الكوكجلي,Kokjali Health Center,Primary Health Care Center - Branch,HF_CS_NNN_106,Nineveh Health Department / Alaisar (Left) Primary Health Care Sector ,Alaisar (Left) Primary Health Care Sector / قطاع الرعاية الصحية الاولية الايسر,2022-08-13 07:34:54,43.2480347,36.3643164,40000.0
3283,University health center / مركز صحي الجامعة,University health center,Primary Health Care Center - Main,HF_CM_NNN_25,Nineveh Health Department / Alaisar (Left) Primary Health Care Sector ,Alaisar (Left) Primary Health Care Sector / قطاع الرعاية الصحية الاولية الايسر,2022-08-15 07:34:54,43.144232,36.377346,90000.0
3285,Cairo health center / مركز صحي القاهرة,Cairo health center,Primary Health Care Center - Main,HF_CM_NNN_48,Nineveh Health Department / Alaisar (Left) Primary Health Care Sector ,Alaisar (Left) Primary Health Care Sector / قطاع الرعاية الصحية الاولية الايسر,2022-08-07 07:34:54,43.1898485,36.3923868,46081.0
3286,sugar health center / مركز صحي السكر,sugar health center,Primary Health Care Center - Main,HF_CM_NNN_36,Nineveh Health Department / Alaisar (Left) Primary Health Care Sector ,Alaisar (Left) Primary Health Care Sector / قطاع الرعاية الصحية الاولية الايسر,2022-08-07 07:34:54,43.1608459,36.4018167,68024.0
3287,Al Zahraa Health Center / مركز صحي حي الزهراء,Al Zahraa Health Center,Primary Health Care Center - Main,HF_CM_NNN_74,Nineveh Health Department / Alaisar (Left) Primary Health Care Sector ,Alaisar (Left) Primary Health Care Sector / قطاع الرعاية الصحية الاولية الايسر,2022-08-07 07:34:54,43.210955,36.38999,66000.0
3293,Moharbeen health center / مركز صحي المحاربين (مغلق ), Moharbeen health center,Primary Health Care Center - Main,HC_CM_NNN_148,Nineveh Health Department / Alaisar (Left) Primary Health Care Sector ,Alaisar (Left) Primary Health Care Sector / قطاع الرعاية الصحية الاولية الايسر,2022-08-24 07:34:54,43.19248,36.38334,46081.0
3300,Mithaaq Health Center / مركز صحي الميثاق مغلق,Mithaaq Health Center,Primary Health Care Center - Branch,HF_CM_NNN_87,Nineveh Health Department / Alaisar (Left) Primary Health Care Sector ,Alaisar (Left) Primary Health Care Sector / قطاع الرعاية الصحية الاولية الايسر,2022-08-18 07:34:54,43.2053943,36.3325364,57440.0
3340,Telkaif health center / مركز صحي تلكيف,Telkaif health center,Primary Health Care Center - Main,HF_CM_NNN_68,Nineveh Health Department / Primary health care sector in Telkef ,Primary health care sector in Telkef / قطاع الرعاية الصحية الاولية في تلكيف,2022-07-31 07:34:54,43.124008,36.4920844,49000.0
3350,Domiz Health Center Fayda (Al-Numan) / مركز صحي في  دوميز فايدة (النعمان),Domiz Health Center Fayda (Al-Numan),Primary Health Care Center - Branch,HF_CM_NNN_120,Nineveh Health Department / Primary health care sector in Telkef ,Primary health care sector in Telkef / قطاع الرعاية الصحية الاولية في تلكيف,2022-08-08 07:34:54,42.917179,36.800206,59000.0
3391,hamaam alealil / مركز صحي  حمام العليل,hamaam alealil,Primary Health Care Center - Main,HF_CM_NNN_12,Nineveh Health Department / Alaiman (Right) primary health care sector ,Alaiman (Right) primary health care sector / قطاع الرعاية الصحية الاولية الايمن,2022-08-11 07:34:54,43.25265,36.167429,115000.0
3393,Nabulus / مركز صحي نابلس,Nabulus,Primary Health Care Center - Main,HF_CM_NNN_152,Nineveh Health Department / Alaiman (Right) primary health care sector ,Alaiman (Right) primary health care sector / قطاع الرعاية الصحية الاولية الايمن,2022-08-21 07:34:54,43.083967,36.27884,87679.0
3394,almamun / مركز صحي المأمون,almamun,Primary Health Care Center - Main,HF_CM_NNN_54,Nineveh Health Department / Alaiman (Right) primary health care sector ,Alaiman (Right) primary health care sector / قطاع الرعاية الصحية الاولية الايمن,2022-08-15 07:34:54,43.098986,36.307901,52200.0
3399,Alraafidayn / مركز صحي الرافدين,Alraafidayn,Primary Health Care Center - Main,HF_CM_NNN_31,Nineveh Health Department / Alaiman (Right) primary health care sector ,Alaiman (Right) primary health care sector / قطاع الرعاية الصحية الاولية الايمن,2022-08-21 07:34:54,43.065988,36.335868,100300.0
3400,alyarmuk / مركز صحي  اليرموك,alyarmuk,Primary Health Care Center - Main,HF_CM_NNN_157,Nineveh Health Department / Alaiman (Right) primary health care sector ,Alaiman (Right) primary health care sector / قطاع الرعاية الصحية الاولية الايمن,2022-08-21 07:34:54,43.10536,36.336647,58000.0
3402,alrabie / مركز صحي الربيع,alrabie,Primary Health Care Center - Main,HF_CM_NNN_32,Nineveh Health Department / Alaiman (Right) primary health care sector ,Alaiman (Right) primary health care sector / قطاع الرعاية الصحية الاولية الايمن,2022-08-03 07:34:54,43.116935,36.340902,40000.0
3404,al hadbaa / مركز صحي الحدباء, al hadbaa,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_NNN_29,Nineveh Health Department / Alaiman (Right) primary health care sector ,Alaiman (Right) primary health care sector / قطاع الرعاية الصحية الاولية الايمن,2022-08-03 07:34:54,43.114248,36.356228,47000.0
3406,alahramat / مركز صحي الهرمات,alahramat,Primary Health Care Center - Main,HF_CM_NNN_61,Nineveh Health Department / Alaiman (Right) primary health care sector ,Alaiman (Right) primary health care sector / قطاع الرعاية الصحية الاولية الايمن,2022-08-02 07:34:54,43.071766,36.358008,57000.0
3407,tamuwz / مركز صحي الصحابة / تموز, tamuwz,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_NNN_42,Nineveh Health Department / Alaiman (Right) primary health care sector ,Alaiman (Right) primary health care sector / قطاع الرعاية الصحية الاولية الايمن,2022-08-02 07:34:54,43.082199,36.366625,55000.0
3408,Almansur / مركز صحي المنصور,Almansur,Primary Health Care Center - Family Medicine Health Care Center,HF_CM_NNN_57,Nineveh Health Department / Alaiman (Right) primary health care sector ,Alaiman (Right) primary health care sector / قطاع الرعاية الصحية الاولية الايمن,2022-08-17 07:34:54,43.073674,36.366702,60000.0
3409,Hamidat / مركز صحي حميدات,Hamidat,Primary Health Care Center - Main,HF_CM_NNN_73,Nineveh Health Department / Alaiman (Right) primary health care sector ,Alaiman (Right) primary health care sector / قطاع الرعاية الصحية الاولية الايمن,2022-07-10 07:34:54,42.978253,36.403962,150000.0
3419,salih alshabkhun / صالح الشبخون,salih alshabkhun,Primary Health Care Center - Main,HC_CM_NNN_219,Nineveh Health Department / Alaiman (Right) primary health care sector ,Alaiman (Right) primary health care sector / قطاع الرعاية الصحية الاولية الايمن,2022-08-17 07:34:54,43.088322,36.32609,62000.0
3462,Alqayyarah  / قطاع الرعاية الصحية الاولية في القيارة,Alqayyarah ,Health Sector,HS_HM_SS_NNN_9,Nineveh Health Department / Primary health care sector in Qayyarah ,Primary health care sector in Qayyarah / قطاع الرعاية الصحية الاولية في القيارة,2022-08-07 07:34:54,43.2995845,35.7996839,43200.0
3464,Alejmsaa / مركز صحي أجمسة,Alejmsaa,Primary Health Care Center - Main,HF_CM_NNN_65,Nineveh Health Department / Primary health care sector in Qayyarah ,Primary health care sector in Qayyarah / قطاع الرعاية الصحية الاولية في القيارة,2022-08-11 07:34:54,43.233004,35.648379,150000.0
3475,Alqayyarah / مركز صحي القيارة,Alqayyarah,Primary Health Care Center - Main,HF_CM_NNN_156,Nineveh Health Department / Primary health care sector in Qayyarah ,Primary health care sector in Qayyarah / قطاع الرعاية الصحية الاولية في القيارة,2022-07-24 07:34:54,43.292092,35.790533,43200.0
3479,Alshora / مركز صحي الشورة,Alshora,Primary Health Care Center - Main,HF_CM_NNN_40,Nineveh Health Department / Primary health care sector in Qayyarah ,Primary health care sector in Qayyarah / قطاع الرعاية الصحية الاولية في القيارة,2022-08-01 07:34:54,43.225781,35.995294,60000.0
3528,alwahda Health center / مركز صحي الوحدة,alwahda Health center,Primary Health Care Center - Main,HF_CM_NNN_62,Nineveh Health Department / Primary health care sector in Tal Afar ,Primary health care sector in Tal Afar / قطاع الرعاية الصحية الاولية في تلعفر,2022-07-24 07:34:54,42.437672,36.381032,38322.0
3539,Alkalaa center health / مركز صحي القلعة,Alkalaa center health,Primary Health Care Center - Main,HF_CM_NNN_49,Nineveh Health Department / Primary health care sector in Tal Afar ,Primary health care sector in Tal Afar / قطاع الرعاية الصحية الاولية في تلعفر,2022-07-24 07:34:54,42.449263,36.378576,40546.0
3540,Zumar Health Center / مركز صحي زمار,Zumar Health Center,Primary Health Care Center - Main,HF_CM_NNN_81,Nineveh Health Department / Primary health care sector in Tal Afar ,Primary health care sector in Tal Afar / قطاع الرعاية الصحية الاولية في تلعفر,2022-07-21 07:34:54,42.603459,36.660534,69758.0
3551,Rabeaa center health / مركز صحي ربيعة,Rabeaa center health,Primary Health Care Center - Main,HC_CM_NNN_196,Nineveh Health Department / Primary health care sector in Tal Afar ,Primary health care sector in Tal Afar / قطاع الرعاية الصحية الاولية في تلعفر,2022-07-20 07:34:54,42.0921,36.8014,44738.0
3584,Alqueer health centre  / مركز صحي الكوير,Alqueer health centre ,Primary Health Care Center - Main,HF_CM_NNN_53,Nineveh Health Department / Primary health care sector in Makhmour ,Primary health care sector in Makhmour / قطاع الرعاية الصحية الاولية في مخمور,2022-08-24 07:34:54,43.499425,36.046011,40454.0
3665,Al Razy / مركز صحي الرازي,Al Razy,Primary Health Care Center - Main,HF_CM_WAS_24,Wasit Health Department / Essaouira primary health care sector ,Essaouira primary health care sector / قطاع الصويرة للرعاية الصحية الاولية,2022-08-07 07:34:54,44.77808,32.93187,40737.0
3678,Azizia Health center / مركز صحي العزيزية,Azizia Health center,Primary Health Care Center - Main,HF_CM_WAS_34,Wasit Health Department / Azizia Primary Health Care Sector ,Azizia Primary Health Care Sector / قطاع العزيزية للرعاية الصحية الاولية,2022-07-21 07:34:54,45.06567,32.75628,83000.0
