,MoSD2,MoSD2en,MoSD3,MoSD1,GEO1,workspace_id,date,MoSDGPS_SQ002,MoSDGPS_SQ001
4290,Zanko Primary Healthcare Center (main) / مەڵبەندی تەندروستی زانکۆ,Zanko Primary Healthcare Center (main),Primary Health Care Center - Main,010101,Soleimani / Sulaymaniyah Health Department,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-14 07:34:55,45.3553,35.57837
4291,Shahid Muhamad Eismaeil PreimaryHealthcenter_ main / مەلبەندی تەندروستی شەهید محمد اسماعیل,Shahid Muhamad Eismaeil PreimaryHealthcenter_ main,Primary Health Care Center - Main,0101016,Soleimani / Sulaymaniyah Health Department,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-04-19 07:34:55,45.4173,35.5978
4293,Health center hewai shahedan / بنكه‌ی ته‌ندروستی هیوای شه‌هیدان,Health center hewai shahedan,Primary Health Care Center - Branch,ERB83,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-02-05 07:34:55,44.021132,36.118256
4294,New Einkawa Health Center / بنكه‌ی ته‌ندروستی عینكاوه‌ی نوێ,New Einkawa Health Center,Primary Health Care Center - Family Medicine Health Care Center,ERB84,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-02-01 07:34:55,43.9888,36.236807
4295,Health centre rasty / بنكه‌ی ته‌ندروستی راستی,Health centre rasty,Primary Health Care Center - Main,ERB85,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-03-23 07:34:55,44.015639,36.13872
4298,Health centre doctor shahed made akraey / بنكه‌ی ته‌ندروستی شه‌هید د. نافع ئاكره‌یی,Health centre doctor shahed made akraey,Primary Health Care Center - Family Medicine Health Care Center,ERB88,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-03-23 07:34:55,44.023074,36.171506
4299,Health center Shahid dr.najdi haidari / بنكه‌ی ته‌ندروستی شه‌هید نجدی حیدر,Health center Shahid dr.najdi haidari,Primary Health Care Center - Main,ERB89,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-02-19 07:34:55,44.026762,36.186991
4332,Tayrawa Evening Counseling Center / بنكه‌ی ته‌ندروستی ته‌یراوه‌ ئيواران,Tayrawa Evening Counseling Center,Other,0000,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-02-19 07:34:55,44.00409,36.197434
4333,Noringay melt zhean / نۆرینگەی میللی ژیان(١١) ئێواران,Noringay melt zhean,Other,ERB174,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-03-21 07:34:55,44.006514,36.203566
4350,Emergency Hospital / نەخۆشخانەی ئیمێرجنسی,Emergency Hospital,Specialized Center,ERB89,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-02-20 07:34:55,43.99692,36.19998
4352,Erbil specialist center\ for oral medicine  / سەنتەری هەولێری ددان,Erbil specialist center\ for oral medicine ,Primary Health Care Center - Main specialized,ERB62,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-02-16 07:34:55,44.019902,36.189276
4353,Erbil thalassemia center  / سەنتەری تالاسیمیای هەولێر,Erbil thalassemia center ,Primary Health Care Center - Main specialized,ERB66,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-02-18 07:34:55,44.019172,36.170078
4355,Forensic Medicine Centre / سەنتەری پزیشکی دادوەری,Forensic Medicine Centre,Forensic Medicine Center,ERB67,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-01-30 07:34:55,44.03871,36.1912
4357,Erbil psychiatric hospital / نەخۆشخانەی دەروونی هەولێر,Erbil psychiatric hospital,Specialized Center,ERB76,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-02-02 07:34:55,44.021719,36.199809
4358,Centre shahed mamun dabax bo pshkniny hawsaryaty / سەنتەری شەهیدمامون دباغ بۆ پشکنینی هاوسەریەتی,Centre shahed mamun dabax bo pshkniny hawsaryaty,Other,ERB71,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-03-21 07:34:55,44.015329,36.17092
4359,UAE Maternity and children's hospital / نەخۆشخانەی عطایا بۆ لە دایک بوون ومنداڵان,UAE Maternity and children's hospital,Hospital,ERB74,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-02-01 07:34:55,44.077362,36.308016
4362,Centre dastnishankrdn u jarasary naxoshiakany mamk / سەنتەری دەستنیشانکردن وجارەسەری نەخۆشیەکانی مەمک,Centre dastnishankrdn u jarasary naxoshiakany mamk,Other,ERB69,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-03-21 07:34:55,44.026368,36.217266
4363,Rzgari teaching hospital / نەخۆشخانەی ڕزگاری فێرکاری,Rzgari teaching hospital,Hospital,ERB81,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-01-29 07:34:55,44.038719,36.193056
4365,Teaching Surgical Specialist Hospital/Cardiac Centre / نەخۆشخانەی پسپۆڕی نەشتەرگەری فێرکاری/ سەنتەری دڵ,Teaching Surgical Specialist Hospital/Cardiac Centre,Specialized Center,ERB77,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-01-31 07:34:55,44.017538,36.153387
4366,Hospital nanakaly / نەخۆشخانەی نانەکەلی بۆ نەخۆشیەکانی خوێن وشێرپەنجە,Hospital nanakaly,Specialized Center,ERB88,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-03-20 07:34:55,44.010919,36.16429
4367,Emergency rojawa  / نەخۆشخانەی فریاکەوتنی رۆژئاوای هەولێر,Emergency rojawa ,Hospital,ERB84,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-03-20 07:34:55,43.968503,36.160823
4368,Helena center for training and surgery for children with disabilities / سەنتەری هێلینا بۆ ڕاهێنان و نەشتەرگەری منداڵانی خاوەن پێداویستی تایبەتمەندی,Helena center for training and surgery for children with disabilities,Primary Health Care Center - Main specialized,ERB72,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-02-15 07:34:55,44.034822,36.217065
4369,Raperin teaching hospital for children / نەخۆشخانەی ڕاپەڕینی فێرکاری بۆ منداڵان,Raperin teaching hospital for children,Specialized Center,ERB80,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-02-15 07:34:55,44.035446,36.219016
4370,Teaching hospital afratan u ladaekbuny hawler / نەخۆشخانەی ئافرەتان و لەدایک بوونی فێرکاری,Teaching hospital afratan u ladaekbuny hawler,Specialized Center,ERB78,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-03-20 07:34:55,44.032329,36.215453
4371,Eastern Erbil emergency hospital / نەخۆشخانەی فریاکەوتنی ڕۆژھەڵاتی هەولێر,Eastern Erbil emergency hospital,Hospital,ERB83,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-01-29 07:34:55,44.039895,36.193113
4372,Erbil training center for skin disease / سەنتەری هەولێری فێرکاری بۆ نەخۆشیەکانی پێست,Erbil training center for skin disease,Primary Health Care Center - Main specialized,ERB65,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-02-05 07:34:55,43.977331,36.155369
4373,Emergency center Hospital / نەخۆشخانەی فریاکەوتنی ناوەند,Emergency center Hospital,Hospital,ERB85,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-02-02 07:34:55,44.017978,36.197709
4374,General teachingHospital hawler / نەخۆشخانەی هەولێری فێرکاری,General teachingHospital hawler,Hospital,ERB73,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-03-20 07:34:55,44.02106,36.199613
4375,Dental health center xanzad / سەنتەری خانزادی فێرکاری بۆ تەندروستی دەم وددان,Dental health center xanzad,Primary Health Care Center - Main specialized,ERB61,Erbil / Nowshar Ha and Leer Sector,Nowshar Ha and Leer Sector / قطاع ناوشار هه ولير,2023-03-19 07:34:55,44.017077,36.196197
4417,Bamok health centar / مرکزصحی بامۆك,Bamok health centar,Primary Health Care Center - Branch,HAL28,Soleimani / Haa leh bejah Sector ,Haa leh bejah Sector  / قطاع هه له بجه,2022-08-01 07:34:55,45.9936098,35.1621389
4444,Shira mer Health center / بنكةى تةندروستى شيرة مةر,Shira mer Health center,Primary Health Care Center - Branch,HAL28,Soleimani / Haa leh bejah Sector ,Haa leh bejah Sector  / قطاع هه له بجه,2023-01-25 07:34:55,46.0375,35.2978
4470,Ahmad Awa Emergency Health Center / مركز احمد اوا للطوارئ الصحي,Ahmad Awa Emergency Health Center,Primary Health Care Center - Branch,0000,Soleimani / Haa leh bejah Sector ,Haa leh bejah Sector  / قطاع هه له بجه,2023-04-13 07:34:55,46.0473,35.353
4471,Avesar Emergency Health Center / مركز أفيسار الصحي للطوارئ,Avesar Emergency Health Center,Primary Health Care Center - Branch,0000,Soleimani / Haa leh bejah Sector ,Haa leh bejah Sector  / قطاع هه له بجه,2023-04-13 07:34:55,46.1782,35.2086
4516,HOSPITAL CONSULTANT IN GULAN AKRE / كلينيكا راويزكارى كولان ل ئاكرى,HOSPITAL CONSULTANT IN GULAN AKRE,Other,,Dohuk / Akari sector,Akari sector / قطاع ئاكرى,2023-01-31 07:34:55,43.8865,36.7367
4517,FIRST PUBLIC CLINIC IN AKRE / كلينيكا مللى ئيك ل ئاكرى,FIRST PUBLIC CLINIC IN AKRE,Public Health Clinic,,Dohuk / Akari sector,Akari sector / قطاع ئاكرى,2023-01-31 07:34:55,43.8865,36.7367
4520,GULAN GENERAL HOSPITAL AKRE / م . گولان گشتی,GULAN GENERAL HOSPITAL AKRE,Hospital,,Dohuk / Akari sector,Akari sector / قطاع ئاكرى,2023-01-26 07:34:55,43.8792,36.7387
4521,MAMLYAN HEALTH CENTER / كه مبا مامليان ئاكرى,MAMLYAN HEALTH CENTER,Primary Health Care Center - Branch,,Dohuk / Akari sector,Akari sector / قطاع ئاكرى,2023-01-26 07:34:55,43.8083,36.6548
4578,center of Health Hamdla / بنكه‌ی ته‌ندروستی همدلا,center of Health Hamdla,Primary Health Care Center - Branch,SOR24,Erbil / Barzan sector,Barzan sector / قطاع بارزان,2023-02-15 07:34:55,43.98541667,36.94997667
4579,BLE  GANARAL HOSPITAL / نةخوشخانةى كشتى بلى,BLE  GANARAL HOSPITAL,Hospital,SOR24,Erbil / Barzan sector,Barzan sector / قطاع بارزان,2023-02-05 07:34:55,44.0658,36.8813
4609,grdapan phcc / بنطةهىَ ساخلةميىَ طردةبان,grdapan phcc,Primary Health Care Center - Branch,DHK114,Dohuk / Beh redh rahsh Sector,Beh redh rahsh Sector / قطاع به رده ره ش,2023-03-23 07:34:55,43.64223,36.42117
4620,raparin primary health care center(main) / مەڵبەندی تەندروستی ڕاپەرین,raparin primary health care center(main),Primary Health Care Center - Main,0103331,Soleimani / Jah Mjahmal Sector,Jah Mjahmal Sector / قطاع جةمجةمال,2023-02-05 07:34:55,44.82608,35.52552
4633,Shahid mam bestoon askar primary health care center (branch) / بنكەی تەندروستی شەهید مام بێستون عەسكەر,Shahid mam bestoon askar primary health care center (branch),Primary Health Care Center - Branch,0103309,Soleimani / Jah Mjahmal Sector,Jah Mjahmal Sector / قطاع جةمجةمال,2023-03-19 07:34:55,44.914425,35.82661333
4636,Qasrok primary health care center (branch) / بنكەی تەندروستی قەسرۆك,Qasrok primary health care center (branch),Primary Health Care Center - Branch,0103313,Soleimani / Jah Mjahmal Sector,Jah Mjahmal Sector / قطاع جةمجةمال,2023-03-18 07:34:55,44.67888833,35.86979333
4638,chamchamal incinerator departmentr / هۆبەی سوتێنگەی چەمچەماڵ, chamchamal incinerator departmentr,Primary Health Care Center - Branch,0103378,Soleimani / Jah Mjahmal Sector,Jah Mjahmal Sector / قطاع جةمجةمال,2023-03-18 07:34:55,44.8205,35.532
4653,kirbchna primary health care center (branch) / بنكەی تەندروستی كربچنە,kirbchna primary health care center (branch),Primary Health Care Center - Branch,0103313,Soleimani / Jah Mjahmal Sector,Jah Mjahmal Sector / قطاع جةمجةمال,2023-03-18 07:34:55,45.16375,35.1656
4659,salar faqi consultation clinic / پێشوازی سالار فەقێ,salar faqi consultation clinic,Other,0103384,Soleimani / Jah Mjahmal Sector,Jah Mjahmal Sector / قطاع جةمجةمال,2023-03-13 07:34:55,44.82464,35.53137
4666,Qirikh primary health care center(branch) / بنکەی تەندروستی قرخ,Qirikh primary health care center(branch),Primary Health Care Center - Branch,0103387,Soleimani / Jah Mjahmal Sector,Jah Mjahmal Sector / قطاع جةمجةمال,2023-03-12 07:34:55,44.9537,35.362333
4676,Chamchamal forensic medicine center / هۆبەی پزیشکیی دادوەری چەمچەماڵ,Chamchamal forensic medicine center,Forensic Medicine Center,0103331,Soleimani / Jah Mjahmal Sector,Jah Mjahmal Sector / قطاع جةمجةمال,2023-03-13 07:34:55,44.82476,35.53144
4679,Bany Maqan Food Inspection health Unit / یەکەی پشکنینی خۆراکیی بانی مەقان,Bany Maqan Food Inspection health Unit,Primary Health Care Center - Branch,0103387,Soleimani / Jah Mjahmal Sector,Jah Mjahmal Sector / قطاع جةمجةمال,2023-03-09 07:34:56,44.78405,35.50062
4681,Magnetic resonance imaging department (MRI) / بەشی لەرینی موگناتیسی,Magnetic resonance imaging department (MRI),Primary Health Care Center - Branch,0103384,Soleimani / Jah Mjahmal Sector,Jah Mjahmal Sector / قطاع جةمجةمال,2023-03-09 07:34:56,44.825069,35.532524
4686,Omar khalifa main primary healthcare center for COVID19 diagnosis and treatment / سەنتەری عمر خلیفە بۆ دەست نیشان کردن و ڕوبەووبوونەوەی کۆرۆنا,  Omar khalifa main primary healthcare center for COVID19 diagnosis and treatment,Primary Health Care Center - Main,0103356,Soleimani / Jah Mjahmal Sector,Jah Mjahmal Sector / قطاع جةمجةمال,2023-03-18 07:34:56,44.8216,35.52633
4690,Chamchamal central health laboratory / سەنتەری تاقیگەی ناوەندی تەندروستی چەمچەماڵ,Chamchamal central health laboratory,Central Public Health Laboratory,0103356,Soleimani / Jah Mjahmal Sector,Jah Mjahmal Sector / قطاع جةمجةمال,2023-04-17 07:34:56,44.8201,35.532008
4697,Dartwo primary health care center(branch) / بنكەی تەندروستی دارتوو,Dartwo primary health care center(branch),Primary Health Care Center - Branch,0103378,Soleimani / Jah Mjahmal Sector,Jah Mjahmal Sector / قطاع جةمجةمال,2023-04-25 07:34:56,44.945656,35.001048
4699,Shaheed hama khafwr akhjalary primary health care center(main) / مه‌ڵبه‌ندی ته‌ندروستی شەهید حمە غەفور ئاخجەلەری,Shaheed hama khafwr akhjalary primary health care center(main),Primary Health Care Center - Main,0103309,Soleimani / Jah Mjahmal Sector,Jah Mjahmal Sector / قطاع جةمجةمال,2023-04-24 07:34:56,44.8981,35.751041
4700,mord khwarday sarw primary health care center(branch) / بنكەی تەندروستی مۆرد خواردەی سەروو,mord khwarday sarw primary health care center(branch),Primary Health Care Center - Branch,0103327,Soleimani / Jah Mjahmal Sector,Jah Mjahmal Sector / قطاع جةمجةمال,2023-04-25 07:34:56,44.685772,35.776743
4702,Shahid jawhar primary healthcare center of faqe mustafa (branch) / بنكەی تەندروستی شەهید جەوهەر لە فەقێ مستەفا,Shahid jawhar primary healthcare center of faqe mustafa (branch),Primary Health Care Center - Branch,0103327,Soleimani / Jah Mjahmal Sector,Jah Mjahmal Sector / قطاع جةمجةمال,2023-04-25 07:34:56,45.17413,35.72542
4706,Kasre / بنكه‌ی ته‌ندروستی قه‌سرێ,Kasre,Primary Health Care Center - Family Medicine Health Care Center,SOR89,Erbil / Goman sector,Goman sector / قطاع جومان,2023-01-23 07:34:56,44.828245,36.55844
4722,Hajiomaran.community / بنكةى تةندروستى كومةلكاى حاجى ئومةران,Hajiomaran.community,Primary Health Care Center - Branch,SOR89,Erbil / Goman sector,Goman sector / قطاع جومان,2023-01-24 07:34:56,44.0402,36.6784
4738,Health Center Sfayya / بنكه‌ی ته‌ندروستی صفیه‌,Health Center Sfayya,Primary Health Care Center - Branch,ERB152,Erbil / Khe Bat sector,Khe Bat sector / قطاع خه بات,2023-02-12 07:34:56,43.59241,36.19866
4773,MAJEED AJHA HEALTH CENTER  / بنکەی تەندروستى مجیداغا,MAJEED AJHA HEALTH CENTER ,Primary Health Care Center - Branch,ERB33,Erbil / Deshesti Haholgarh Sector,Deshesti Haholgarh Sector / قطاع ده‌شتی هه‌ولێر,2023-03-16 07:34:56,43.856977,35.924968
4774,SHAMAMEK HEALTH CENTER  / بنكه‌ی ته‌ندروستی شه‌مامك,SHAMAMEK HEALTH CENTER ,Primary Health Care Center - Main,ERB16,Erbil / Deshesti Haholgarh Sector,Deshesti Haholgarh Sector / قطاع ده‌شتی هه‌ولێر,2023-03-16 07:34:56,43.91716,36.021233
4776,RAJAN HEALTH CENTER  / بنكه‌ی ته‌ندروستی راژان,RAJAN HEALTH CENTER ,Primary Health Care Center - Main,ERB13,Erbil / Deshesti Haholgarh Sector,Deshesti Haholgarh Sector / قطاع ده‌شتی هه‌ولێر,2023-03-16 07:34:56,44.111131,36.15213
4777,DARATUA HEALTH CENTER  / بنكه‌ی ته‌ندروستی داره‌توو,DARATUA HEALTH CENTER ,Primary Health Care Center - Main,ERB12,Erbil / Deshesti Haholgarh Sector,Deshesti Haholgarh Sector / قطاع ده‌شتی هه‌ولێر,2023-03-16 07:34:56,44.06523,36.11834
4779,GIRDAAZABAN HEALTH CENTER  / بنكه‌ی ته‌ندروستی گردعازه‌بان,GIRDAAZABAN HEALTH CENTER ,Primary Health Care Center - Branch,ERB174,Erbil / Deshesti Haholgarh Sector,Deshesti Haholgarh Sector / قطاع ده‌شتی هه‌ولێر,2023-03-16 07:34:56,43.835069,36.007892
4780,AASHTI HEALTH CENTER  / بنكه‌ی ته‌ندروستی ئاشتی,AASHTI HEALTH CENTER ,Primary Health Care Center - Main,ERB29,Erbil / Deshesti Haholgarh Sector,Deshesti Haholgarh Sector / قطاع ده‌شتی هه‌ولێر,2023-03-18 07:34:56,44.077329,36.247462
4781,ZAGROS HEALTH CENTER  / بنكه‌ی ته‌ندروستی زاگرۆس,ZAGROS HEALTH CENTER ,Primary Health Care Center - Branch,ERB14,Erbil / Deshesti Haholgarh Sector,Deshesti Haholgarh Sector / قطاع ده‌شتی هه‌ولێر,2023-03-18 07:34:56,44.170437,36.010248
4782,SHAWEES HEALTH CENTER  / بنکهی تەندروستی شاویس,SHAWEES HEALTH CENTER ,Primary Health Care Center - Main,ERB30,Erbil / Deshesti Haholgarh Sector,Deshesti Haholgarh Sector / قطاع ده‌شتی هه‌ولێر,2023-03-18 07:34:56,44.088962,36.247609
4783,MULAOMAR HEALTH CENTER  / بنكه‌ی ته‌ندروستی ملااومر,MULAOMAR HEALTH CENTER ,Primary Health Care Center - Main,ERB26,Erbil / Deshesti Haholgarh Sector,Deshesti Haholgarh Sector / قطاع ده‌شتی هه‌ولێر,2023-03-17 07:34:56,44.13337,36.295056
4785,MORTKA HEALTH CENTER  / بنكه‌ی ته‌ندروستی مورتكه‌,MORTKA HEALTH CENTER ,Primary Health Care Center - Branch,ERB27,Erbil / Deshesti Haholgarh Sector,Deshesti Haholgarh Sector / قطاع ده‌شتی هه‌ولێر,2023-03-17 07:34:56,44.062956,36.048236
4787,AAZIYANA HEALTH CENTER  / بنكه‌ی ته‌ندروستی ئازیانه‌, AAZIYANA HEALTH CENTER ,Primary Health Care Center - Branch,ERB28,Erbil / Deshesti Haholgarh Sector,Deshesti Haholgarh Sector / قطاع ده‌شتی هه‌ولێر,2023-03-17 07:34:56,44.199317,35.916028
4788,SHIRAWA HEALTH CENTER  / بنكه‌ی ته‌ندروستی شیراوه‌,SHIRAWA HEALTH CENTER ,Primary Health Care Center - Branch,ERB18,Erbil / Deshesti Haholgarh Sector,Deshesti Haholgarh Sector / قطاع ده‌شتی هه‌ولێر,2023-03-17 07:34:56,44.11458,35.78791
4789,LAWAN HEALTH CENTER  / بنكه‌ی ته‌ندروستی لاوان,LAWAN HEALTH CENTER ,Primary Health Care Center - Main,ERB25,Erbil / Deshesti Haholgarh Sector,Deshesti Haholgarh Sector / قطاع ده‌شتی هه‌ولێر,2023-03-16 07:34:56,44.1215,36.1836
4791,AALIAWA MERDAN HEALTH CENTER  / بنكه‌ی ته‌ندروستی علیاوه‌ مه‌ردان,AALIAWA MERDAN HEALTH CENTER ,Primary Health Care Center - Branch,ERB19,Erbil / Deshesti Haholgarh Sector,Deshesti Haholgarh Sector / قطاع ده‌شتی هه‌ولێر,2023-03-15 07:34:56,43.9684,36.06648
4792,QORITAN  HEALTH CENTER  / بنكه‌ی ته‌ندروستی قۆریتان,QORITAN  HEALTH CENTER ,Primary Health Care Center - Branch,ERB22,Erbil / Deshesti Haholgarh Sector,Deshesti Haholgarh Sector / قطاع ده‌شتی هه‌ولێر,2023-03-15 07:34:56,43.94962,36.07948
4793,SHEIKHNAN HEALTH CENTER  / بنكه‌ی ته‌ندروستی شێخانان,SHEIKHNAN HEALTH CENTER ,Primary Health Care Center - Branch,ERB17,Erbil / Deshesti Haholgarh Sector,Deshesti Haholgarh Sector / قطاع ده‌شتی هه‌ولێر,2023-03-15 07:34:56,44.073392,35.824093
4795,HAJY SADAYA HEALTH CENTER. / بنكه‌ی ته‌ندروستی حاجی سعدی,HAJY SADAYA HEALTH CENTER.,Primary Health Care Center - Branch,ERB10,Erbil / Deshesti Haholgarh Sector,Deshesti Haholgarh Sector / قطاع ده‌شتی هه‌ولێر,2023-03-15 07:34:56,44.13143,36.20378
4798,SAREBASTACITY HEALTH CENTER  / بنكه‌ی ته‌ندروستی سه‌ربه‌ستی,SAREBASTACITY HEALTH CENTER ,Primary Health Care Center - Main,ERB15,Erbil / Deshesti Haholgarh Sector,Deshesti Haholgarh Sector / قطاع ده‌شتی هه‌ولێر,2023-03-14 07:34:56,44.040846,35.979328
4799,KHWKORK HEALTH CENTER  / بنكه‌ی ته‌ندروستی خواكورك,KHWKORK HEALTH CENTER ,Primary Health Care Center - Main,ERB11,Erbil / Deshesti Haholgarh Sector,Deshesti Haholgarh Sector / قطاع ده‌شتی هه‌ولێر,2023-03-14 07:34:56,44.04307,36.126845
4814,Qamchwxa primary health care center branch / بنکەی تەندروستی قةمچوغە,Qamchwxa primary health care center branch,Primary Health Care Center - Branch,01050105,Soleimani / Dokan sector,Dokan sector / قطاع دوكان,2023-03-11 07:34:56,44.9807,35.9098
4815,Haladn primary health care center[branch] / بنکەی تەندروستی هةلةدن,Haladn primary health care center[branch],Primary Health Care Center - Branch,01050105,Soleimani / Dokan sector,Dokan sector / قطاع دوكان,2023-03-10 07:34:56,45.2123,35.843
4818,shaqwly primary health care center[branch] / بنکەی تەندروستی شاقوڵي,shaqwly primary health care center[branch],Primary Health Care Center - Branch,01050105,Soleimani / Dokan sector,Dokan sector / قطاع دوكان,2023-03-10 07:34:56,45.1479844,35.9004926
4819,Qarahangwe primary health care center[branch] / بنکەی تەندروستی قةرةهەنگوی,Qarahangwe primary health care center[branch],Primary Health Care Center - Branch,01050105,Soleimani / Dokan sector,Dokan sector / قطاع دوكان,2023-03-11 07:34:56,45.1011,35.9164
4820,Jwblax primary health care center / بنکەی تەندروستی جوبلاخ,Jwblax primary health care center,Primary Health Care Center - Branch,01050105,Soleimani / Dokan sector,Dokan sector / قطاع دوكان,2023-03-11 07:34:56,45.0153,35.9455
4821,Kalkasmaq primary health care center  / بنکەی تەندروستی كلكة سماق,Kalkasmaq primary health care center ,Primary Health Care Center - Branch,01050105,Soleimani / Dokan sector,Dokan sector / قطاع دوكان,2023-03-11 07:34:56,44.918,35.928
4823,Shahid mala xalid mwxax primary health care center [branch] / بنکەی تەندروستی شەهید مەلا خالید موغاغ,Shahid mala xalid mwxax primary health care center [branch],Primary Health Care Center - Branch,01050105,Soleimani / Dokan sector,Dokan sector / قطاع دوكان,2023-03-11 07:34:56,45.1163,35.7883
4824,Kany xan primary health care center branch / بنکەی تەندروستی كاني خان,Kany xan primary health care center branch,Primary Health Care Center - Branch,01050105,Soleimani / Dokan sector,Dokan sector / قطاع دوكان,2023-03-11 07:34:56,45.0419,35.8662
4825,Shahid abdulrahman hajitani emergncy health center / مەڵبەندی فریاگوزاری تەندروستی شهيد عبد الرحمن حاجيتانی,Shahid abdulrahman hajitani emergncy health center,Primary Health Care Center - Main,0105010503,Soleimani / Dokan sector,Dokan sector / قطاع دوكان,2023-03-12 07:34:56,45.1037,35.8057
4827,Qazan primary health care center / بنکەی تەندروستی قازان,Qazan primary health care center,Primary Health Care Center - Branch,0105010503,Soleimani / Dokan sector,Dokan sector / قطاع دوكان,2023-03-12 07:34:56,45.0885,35.7023
4828,Shadala primary health care center / بنکەی تەندروستی شةدةڵە,Shadala primary health care center,Primary Health Care Center - Branch,01050105,Soleimani / Dokan sector,Dokan sector / قطاع دوكان,2023-03-12 07:34:56,45.1603,35.8356
4829,Arisha primary health care center / بنکەی تەندروستی ئاريشة,Arisha primary health care center,Primary Health Care Center - Branch,0105010506,Soleimani / Dokan sector,Dokan sector / قطاع دوكان,2023-03-14 07:34:56,44.8829,35.989
4830,Swrdash primary health care center  / مەڵبەندی تەندروستی سورداش,Swrdash primary health care center ,Primary Health Care Center - Main,01050105,Soleimani / Dokan sector,Dokan sector / قطاع دوكان,2023-03-14 07:34:56,45.1019,35.8587
4831,Badawan primary health care center / بنکەی تەندروستی باداوان,Badawan primary health care center,Primary Health Care Center - Branch,0105010506,Soleimani / Dokan sector,Dokan sector / قطاع دوكان,2023-03-14 07:34:56,44.7441,36.1103
4832,Shahid salah kani watman primary health care center / بنکەی تەندروستی شهيد صلاح كاني وەتمان,Shahid salah kani watman primary health care center,Primary Health Care Center - Branch,0105010506,Soleimani / Dokan sector,Dokan sector / قطاع دوكان,2023-03-14 07:34:56,44.7619,36.0819
4833,Shahid sabah khalakani emergncy health center / مەڵبەندی فریاگوزاری تەندروستی شەهید صەباح خەلەکانی,Shahid sabah khalakani emergncy health center,Primary Health Care Center - Main,0105010506,Soleimani / Dokan sector,Dokan sector / قطاع دوكان,2023-03-15 07:34:56,44.8344,36.0233
4835,Shahid gharib haladni general hospital / نةخوشخانةي گشتی شةهيد غريب هةلةدةني,Shahid gharib haladni general hospital,Hospital,01050105,Soleimani / Dokan sector,Dokan sector / قطاع دوكان,2023-03-15 07:34:56,44.9653,35.9246
4836,Shahid gharib haladni consultation clinic / کلینیکی راوێژکاری شەهید غريب هەڵەدنی,Shahid gharib haladni consultation clinic,Other,01050105,Soleimani / Dokan sector,Dokan sector / قطاع دوكان,2023-03-15 07:34:56,44.9653,35.9246
